,iteration,triggers,accuracy,loss
0,0,,0.0,3.8006949424743652
1,1,the-the-the,0.0032414910858995136,3.8182880878448486
2,2,the-the-the,0.0032414910858995136,3.8182880878448486
3,3,the-the-the,0.0032414910858995136,3.8182880878448486
4,4,the-the-the,0.0032414910858995136,3.8182880878448486
