,iteration,triggers,accuracy,loss
0,0,,0.0,3.8006949424743652
1,1,the-the-the,0.0032414910858995136,3.8182880878448486
2,2,Feels-Feels-Feels,1.0,0.0004736935661640018
3,3,Feels-Feels-Feels,1.0,0.0004736935661640018
4,4,Feels-Feels-Feels,1.0,0.0004736935661640018
